Person_ID,ProjectEnrollment_ID,Client_Age_at_Entry,LastPermanentZip,ProjectEnrollmentDate,Destination,Start_Date,Exit_Date,Project_Name,HousingStatus_atProjectStart,LivingSituationBeforeProgram,ProjectStayHousehold_ID
246078,243036,11,93906,2/5/14,,1/29/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",243035
246079,243037,5,93906,2/5/14,,1/29/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",243035
246080,243038,5,93906,2/5/14,,1/29/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",243035
246093,228851,41,95012,12/11/13,"Staying or living with family, permanent tenure (HUD)",7/2/13,11/18/13,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 2 - At imminent risk of losing housing (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),228851
246344,241405,13,78028,7/1/14,"Staying or living with family, permanent tenure (HUD)",7/31/13,1/14/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Stably housed (HUD),"Staying or living in a family member's room, apartment or house (HUD)",241403
246435,221530,18,93905,6/8/15,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",8/23/13,2/18/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",221530
246436,390955,45,85349,4/6/15,"Rental by client, no ongoing housing subsidy (HUD)",10/23/14,4/3/15,MOSBE Franciscan Workers - House of Peace(3207),Category 1 - Homeless (HUD),Safe Haven (HUD),390955
246436,390956,45,85349,4/6/15,"Rental by client, no ongoing housing subsidy (HUD)",10/23/14,4/3/15,MOSBE Franciscan Workers - House of Peace(3207),Category 1 - Homeless (HUD),Safe Haven (HUD),390956
246451,228338,34,93955,11/18/14,,11/8/13,,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",228337
246452,228339,18,93955,11/18/14,,11/8/13,,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",228337
246453,228337,9,93955,11/18/14,,11/8/13,,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",228337
246454,228340,1,93955,11/18/14,,11/8/13,,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",228337
246650,241455,0,93933,2/7/14,"Rental by client, with other ongoing housing subsidy (HUD)",3/30/13,1/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Hospital or other residential non-psychiatric medical facility (HUD),171912
246658,233397,40,95476,12/18/13,Substance abuse treatment facility or detox center (HUD),9/23/13,12/17/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",233397
246705,220892,42,93907,6/8/15,Psychiatric hospital or other psychiatric facility (HUD),8/16/13,1/15/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",220892
246940,238311,39,93940,10/7/15,"Rental by client, with other ongoing housing subsidy (HUD)",12/23/13,10/7/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",238311
246941,238312,4,93940,10/7/15,"Rental by client, with other ongoing housing subsidy (HUD)",12/23/13,10/7/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",238311
246946,223497,30,98445,9/17/15,"Staying or living with family, permanent tenure (HUD)",9/17/13,9/17/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),223497
246947,223500,6,98445,9/17/15,"Staying or living with family, permanent tenure (HUD)",9/17/13,9/17/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),223497
246948,223502,3,98445,9/17/15,"Staying or living with family, permanent tenure (HUD)",9/17/13,9/17/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),223497
246949,223501,0,98445,9/17/15,"Staying or living with family, permanent tenure (HUD)",9/17/13,9/17/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),223497
247103,221602,49,93905,10/22/13,Permanent housing for formerly homeless persons (HUD),8/23/13,10/14/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",221602
247235,231604,48,90073,12/6/13,,10/31/13,,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),231604
247311,221985,26,93901,4/24/15,Permanent housing for formerly homeless persons (HUD),8/30/13,9/17/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",221985
247383,222114,34,93940,6/8/15,Permanent housing for formerly homeless persons (HUD),9/3/13,3/31/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),222114
247481,231606,71,90211,7/24/15,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",10/30/13,3/9/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",231606
247564,237924,51,59901,7/30/15,"Rental by client, with VASH subsidy (HUD)",9/13/13,1/12/15,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",237924
247795,222747,31,93933,9/12/13,,8/29/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",222747
247796,222748,5,93933,9/12/13,,8/29/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",222747
248216,223574,31,93906,6/29/15,"Rental by client, with other ongoing housing subsidy (HUD)",8/9/13,1/29/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",223574
248217,223575,7,93906,6/29/15,"Rental by client, with other ongoing housing subsidy (HUD)",8/9/13,1/29/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Foster care home or foster care group home (HUD),223574
248218,223576,5,93906,6/29/15,"Rental by client, with other ongoing housing subsidy (HUD)",8/9/13,1/29/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Foster care home or foster care group home (HUD),223574
248223,226726,34,95060,7/24/15,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",8/7/13,4/23/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",211329
248234,223612,52,93940,5/22/14,"Staying or living with friends, permanent tenure (HUD)",9/20/13,11/1/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",223612
248236,223621,21,93960,10/28/14,"Staying or living with family, permanent tenure (HUD)",9/20/13,9/30/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",223621
248293,223796,30,95834,6/29/15,,9/24/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",223796
248293,477442,31,95834,6/30/15,,7/15/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",223803
248294,223798,8,95834,6/29/15,,9/24/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",223796
248294,477444,8,95834,6/30/15,,7/15/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",223803
248295,223797,12,95834,6/29/15,,9/24/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",223796
248295,477443,12,95834,6/30/15,,7/15/14,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",223803
248594,227836,54,95131,7/30/15,"Rental by client, no ongoing housing subsidy (HUD)",10/8/13,3/31/15,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),Safe Haven (HUD),227836
248717,238322,33,93933,7/10/15,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",1/13/14,7/10/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",238322
248718,238324,8,93933,7/10/15,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",1/13/14,7/10/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",238322
248719,238326,5,93933,7/10/15,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",1/13/14,7/10/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",238322
248720,238323,7,93933,7/10/15,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",1/13/14,7/10/15,MOSBE The Salavation Army - Phase II(3103),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",238322
248799,237532,62,93906,7/30/15,Permanent housing for formerly homeless persons (HUD),11/14/13,3/24/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),237532
248933,231609,52,92545,7/29/15,"Staying or living with friends, permanent tenure (HUD)",10/7/13,1/23/15,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",231609
249273,241464,31,95060,10/8/15,"Staying or living with family, permanent tenure (HUD)",10/8/13,7/14/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Other (HUD),241464
249275,225648,0,95060,10/15/13,,10/8/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Other (HUD),225647
249275,241465,0,95060,10/8/15,"Staying or living with family, permanent tenure (HUD)",10/8/13,7/14/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Other (HUD),241464
249283,241302,0,93955,1/27/15,"Staying or living with family, permanent tenure (HUD)",10/1/13,11/19/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),241301
249296,237517,57,95023,7/30/15,"Rental by client, with VASH subsidy (HUD)",12/17/13,6/16/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",237517
249410,228854,44,93901,11/16/13,,10/17/13,,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),228854
249558,236147,2,93955,12/22/14,"Rental by client, no ongoing housing subsidy (HUD)",12/23/13,7/1/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Stably housed (HUD),"Staying or living in a family member's room, apartment or house (HUD)",236146
249798,226722,3,94801,7/24/15,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/28/13,4/23/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",211329
249956,227113,19,93923,8/26/14,"Staying or living with family, permanent tenure (HUD)",10/28/13,11/18/13,MOSBE CHS-Safe Passage(2816),Category 2 - At imminent risk of losing housing (HUD),"Staying or living in a family member's room, apartment or house (HUD)",227113
249965,237165,35,93940,1/8/14,,12/6/13,,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",237165
250207,385248,62,93901,2/27/15,,9/16/13,,MOSBE Franciscan Workers - House of Peace(3207),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),385248
250207,442850,62,93901,3/26/15,,1/1/13,,MOSBE Franciscan Workers - House of Peace(3207),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),442850
250276,237521,30,94551,7/29/15,Permanent housing for formerly homeless persons (HUD),12/19/13,2/18/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",237521
250284,227562,0,93933,12/3/14,"Rental by client, no ongoing housing subsidy (HUD)",5/20/13,5/5/14,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Stably housed (HUD),Transitional housing for homeless persons (including homeless youth) (HUD),227562
250301,227734,31,93940,7/1/14,"Staying or living with family, permanent tenure (HUD)",10/31/13,5/20/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",227731
250302,227732,8,93940,7/1/14,"Staying or living with family, permanent tenure (HUD)",10/31/13,5/20/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",227731
250320,227745,0,93905,10/21/14,"Rental by client, no ongoing housing subsidy (HUD)",10/17/13,9/9/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",227744
250321,227746,4,93905,10/21/14,"Rental by client, no ongoing housing subsidy (HUD)",10/17/13,9/9/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",227744
250324,227748,34,93906,6/9/14,"Rental by client, no ongoing housing subsidy (HUD)",10/22/13,5/8/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",227748
